date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:55:23	69505/69505	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/index-3.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/index-3.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:23	23318/23318	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/about.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/about.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:23	27508/27508	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/blog.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/blog.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:23	61716/61716	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/shop.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/shop.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:23	19082/19082	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/1.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/1.jpg	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:24	32247/32247	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/blog-2-column.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/blog-2-column.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:24	28464/28464	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/blog-full-width.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/blog-full-width.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:24	27628/27628	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/blog-right-sidebar.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/blog-right-sidebar.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:24	28803/28803	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/single-blog.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/single-blog.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:25	28873/28873	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/single-blog-video.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/single-blog-video.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:25	24689/24689	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/cart.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/cart.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:25	34973/34973	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/checkout.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/checkout.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:25	23121/23121	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/wishlist.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/wishlist.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:26	22377/22377	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/contact.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/contact.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:26	46023/46023	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/product-details.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/product-details.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:26	55693/55693	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/shop-full-width.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/shop-full-width.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:26	61752/61752	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/shop-right-sidebar.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/shop-right-sidebar.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:26	18226/18226	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/404.html	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/404.html	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:27	15393/15393	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/cart/1.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/cart/1.jpg	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:27	2306/2306	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/brand/1.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/brand/1.png	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:27	11129/11129	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/payment.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/payment.png	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:27	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265568fe4-4d7%22	https://wphix.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/THU/Desktop/login/wphix.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:28	97362/97362	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/js/vendor/jquery-1.12.0.min.js	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/js/vendor/jquery-1.12.0.min.js	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:28	37107/37107	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/js/bootstrap.min.js	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/js/bootstrap.min.js	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:28	23890/23890	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/js/owl.carousel.min.js	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/js/owl.carousel.min.js	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:28	12037/12037	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/js/jquery.meanmenu.js	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/js/jquery.meanmenu.js	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:29	24017/24017	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/js/jquery-ui.min.js	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/js/jquery-ui.min.js	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:29	8426/8426	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/js/wow.min.js	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/js/wow.min.js	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:29	64831/64831	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/js/plugins.js	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/js/plugins.js	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:29	8003/8003	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/js/main.js	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/js/main.js	(from https://wphix.com/template/pabna/pabna/login.html)
07:55:30	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:28%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-bg_inset-hard_100_fcfdfd_1x100.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:30	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:29%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-bg_gloss-wave_55_5c9ccc_500x100.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:30	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:29%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-bg_glass_85_dfeffc_1x400.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-bg_glass_85_dfeffc_1x400.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:30	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:43:24%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-bg_glass_75_d0e5f5_1x400.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-bg_glass_75_d0e5f5_1x400.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:30	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:49:11%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-bg_inset-hard_100_f5f8f9_1x100.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:31	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:49:11%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-bg_glass_95_fef1ec_1x400.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-bg_glass_95_fef1ec_1x400.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:31	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:30%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-icons_469bdd_256x240.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-icons_469bdd_256x240.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:31	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:30%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-icons_d8e7f3_256x240.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-icons_d8e7f3_256x240.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:31	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:30%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-icons_6da8d5_256x240.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-icons_6da8d5_256x240.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:31	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:30%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-icons_217bc0_256x240.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-icons_217bc0_256x240.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:32	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:30%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-icons_f9bd01_256x240.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-icons_f9bd01_256x240.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:32	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:31%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-icons_2e83ff_256x240.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-icons_2e83ff_256x240.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:32	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:43:26%20GMT	https://wphix.com/template/pabna/pabna/css/images/ui-icons_cd0a0a_256x240.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/images/ui-icons_cd0a0a_256x240.html	(from https://wphix.com/template/pabna/pabna/css/jquery-ui.min.css)
07:55:32	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:55:31%20GMT	https://wphix.com/template/pabna/pabna/css/grabbing.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/grabbing.html	(from https://wphix.com/template/pabna/pabna/css/owl.carousel.css)
07:55:33	11/11	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Nov%202023%2000:43:26%20GMT	https://wphix.com/template/pabna/pabna/css/AjaxLoader.gif	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/AjaxLoader.html	(from https://wphix.com/template/pabna/pabna/css/owl.carousel.css)
07:55:33	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/fonts/fontawesome-webfont.eot?v=4.5.0	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/fonts/fontawesome-webfont3295.eot	(from https://wphix.com/template/pabna/pabna/css/font-awesome.min.css)
07:55:33	70807/70807	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/fonts/fontawesome-webfont.eot?	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/fonts/fontawesome-webfontd41d.eot	(from https://wphix.com/template/pabna/pabna/css/font-awesome.min.css)
07:55:33	66624/66624	---M--	200	added ('OK')	font/woff2	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/fonts/fontawesome-webfont3295.woff2	(from https://wphix.com/template/pabna/pabna/css/font-awesome.min.css)
07:55:34	83588/83588	---M--	200	added ('OK')	font/woff	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/fonts/fontawesome-webfont.woff?v=4.5.0	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/fonts/fontawesome-webfont3295.woff	(from https://wphix.com/template/pabna/pabna/css/font-awesome.min.css)
07:55:34	142072/142072	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/fonts/fontawesome-webfont3295.ttf	(from https://wphix.com/template/pabna/pabna/css/font-awesome.min.css)
07:55:34	365616/365616	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/fonts/fontawesome-webfont.svg?v=4.5.0	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/fonts/fontawesome-webfont3295.svg	(from https://wphix.com/template/pabna/pabna/css/font-awesome.min.css)
07:55:35	529201/529201	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/bg2.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/bg2.jpg	(from https://wphix.com/template/pabna/pabna/style.css)
07:55:36	418707/418707	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/bg.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/bg.jpg	(from https://wphix.com/template/pabna/pabna/style.css)
07:55:36	238488/238488	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/breadcrumbs.png	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/breadcrumbs.png	(from https://wphix.com/template/pabna/pabna/style.css)
07:55:36	1776/1776	---M-Z	200	added ('OK')	text/css	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/css/slick.css	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/css/slick.css	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:36	179457/179457	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/img/slider/slide4.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/slider/slide4.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:36	157481/157481	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/img/slider/slide1.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/slider/slide1.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:36	126658/126658	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/img/slider/slide2.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/slider/slide2.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:37	5160/5160	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/banner/6.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/banner/6.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:37	18252/18252	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/banner/5.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/banner/5.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:37	35716/35716	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/banner/b1.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/banner/b1.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:37	6940/6940	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/banner/1.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/banner/1.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:38	7250/7250	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:39%20GMT	https://wphix.com/template/pabna/pabna/img/banner/3.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/banner/3.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:38	26037/26037	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/img/product/w1.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/product/w1.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:38	33122/33122	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/img/product/w2.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/product/w2.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:39	23112/23112	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/img/product/3.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/product/3.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:39	24313/24313	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/img/product/4.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/product/4.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
07:55:39	39027/39027	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Nov%202021%2011:50:40%20GMT	https://wphix.com/template/pabna/pabna/img/product/w3.jpg	C:/Users/THU/Desktop/login/wphix.com/template/pabna/pabna/img/product/w3.jpg	(from https://wphix.com/template/pabna/pabna/index.html)
